"user_statuses_count","user_followers_count","full_text","user_url","user_location","user_description","user_profile_image_url_https","is_quote_status","quote_count","user_friends_count","full_text_norm","entities_user_mentions","entities_urls","in_reply_to_user_id_str","favorite_count","lang","user_created_at","user_listed_count","created_at","user_id_str","user_favourites_count","user_verified","source","in_reply_to_status_id_str","reply_count","in_reply_to_screen_name","id_str","entities_hashtags","text_sentiment","retweet_count","user_name","user_screen_name"
"None","None","Kebakaran hutan pada kemarau 2015 di area 2,6 juta Ha menimbulkan kerugian sampai Rp221 triliun. Ini tidak boleh terjadi lagi. Harus ada deteksi dini, penataan ekosistem gambut berkelanjutan, tidak membiarkan api membesar, dan penegakan hukum bagi pembakar lahan tanpa kompromi.","None","None","None","None","None","None","None","Kebakaran hutan pada kemarau 2015 di area 2,6 juta Ha menimbulkan kerugian sampai Rp221 triliun. Ini tidak boleh terjadi lagi. Harus ada deteksi dini, penataan ekosistem gambut berkelanjutan, tidak membiarkan api membesar, dan penegakan hukum bagi pembakar lahan tanpa kompromi.","","None","",8338,"None","None","None","2019-08-07 03:39","None","None","None","None","None",546,"","1158945621711044609","","negative",1020,"Joko Widodo","jokowi"
"None","None","Sorban hijau ini dikalungkan sendiri oleh Kiai Haji Maimun Zubair. Hari ini, sang empunya sorban wafat di Makkah.Innalillahi wa inna ilaihi rajiun. Semoga Allah SWT memberi Mbah Moen tempat yang lapang di sisiNya, dan segenap keluarga yang ditinggalkan diberi kesabaran. Amin.","None","None","None","None","None","None","None","Sorban hijau ini dikalungkan sendiri oleh Kiai Haji Maimun Zubair. Hari ini, sang empunya sorban wafat di Makkah.Innalillahi wa inna ilaihi rajiun. Semoga Allah SWT memberi Mbah Moen tempat yang lapang di sisiNya, dan segenap keluarga yang ditinggalkan diberi kesabaran. Amin.","","None","",50505,"None","None","None","2019-08-06 06:10","None","None","None","None","None",1469,"","1158621264258330624","","neutral",10863,"Joko Widodo","jokowi"
"None","None","Saya ke kantor pusat PLN pagi ini untuk mendengar penjelasan tentang penyebab gangguan listrik massal di Jakarta dan sebagian Pulau Jawa, Minggu siang sampai malam kemarin. Saya minta PLN untuk memulihkan aliran listrik secepat-cepatnya. Jangan sampai terjadi lagi.Itu saja.","None","None","None","None","None","None","None","Saya ke kantor pusat PLN pagi ini untuk mendengar penjelasan tentang penyebab gangguan listrik massal di Jakarta dan sebagian Pulau Jawa, Minggu siang sampai malam kemarin. Saya minta PLN untuk memulihkan aliran listrik secepat-cepatnya. Jangan sampai terjadi lagi.Itu saja.","","None","",20146,"None","None","None","2019-08-05 05:18","None","None","None","None","None",2176,"","1158245773668057088","","negative",4183,"Joko Widodo","jokowi"
"None","None","Tak ada lagi jejak kebakaran hebat yang pernah melanda Pasar Badung, Bali. Pasar itu kini begitu hidup dengan 1.700 pedagang, dilengkapi lift dan ruang laktasi. Semua atas peran seluruh rakyat dengan #UangKita, juga APBD Kota Denpasar untuk membangun kembali Pasar Badung.","None","None","None","None","None","None","None","Tak ada lagi jejak kebakaran hebat yang pernah melanda Pasar Badung, Bali. Pasar itu kini begitu hidup dengan 1.700 pedagang, dilengkapi lift dan ruang laktasi. Semua atas peran seluruh rakyat dengan #UangKita, juga APBD Kota Denpasar untuk membangun kembali Pasar Badung.","","None","",13099,"None","None","None","2019-08-05 01:38","None","None","None","None","None",334,"","1158190611301687296","UangKita","neutral",1818,"Joko Widodo","jokowi"
"None","None","Hehe bapak saya penggemar Sewu Kutho...","None","None","None","None","None","None","None","Hehe bapak saya penggemar Sewu Kutho...","","None","",30217,"None","None","None","2019-08-03 14:48","None","None","None","None","None",1922,"","1157664658867646464","","neutral",8225,"Joko Widodo","jokowi"
"None","None","Inilah dunia kuliner kota Solo, rumah-rumah makan, warung-warung, dengan menu andalan mereka yang jadi kesukaan saya dan keluarga. Warung mana dan menu apa saja? Jawabannya ada di video lengkapnya nanti ","None","None","None","None","None","None","None","Inilah dunia kuliner kota Solo, rumah-rumah makan, warung-warung, dengan menu andalan mereka yang jadi kesukaan saya dan keluarga. Warung mana dan menu apa saja? Jawabannya ada di video lengkapnya nanti ","","None","",22769,"None","None","None","2019-08-03 04:24","None","None","None","None","None",918,"","1157507484753379331","","positive",4951,"Joko Widodo","jokowi"
"None","None","Saya juga merasakan goyangan gempa semalam yang, kata BMKG, 6,9 SR di dekat Banten, dan berpotensi tsunami. Syukurlah, tak ada tsunami sampai peringatan dini berakhir. BNPB, TNI, Polri, dan Kementerian Sosial tetap siaga. Yang penting masyarakat tenang dan juga tetap waspada.","None","None","None","None","None","None","None","Saya juga merasakan goyangan gempa semalam yang, kata BMKG, 6,9 SR di dekat Banten, dan berpotensi tsunami. Syukurlah, tak ada tsunami sampai peringatan dini berakhir. BNPB, TNI, Polri, dan Kementerian Sosial tetap siaga. Yang penting masyarakat tenang dan juga tetap waspada.","","None","",11967,"None","None","None","2019-08-03 01:14","None","None","None","None","None",306,"","1157459686460817409","","positive",1422,"Joko Widodo","jokowi"
"None","None","Danau Toba menyimpan tak terbilang daya tarik wisata. Danaunya, pemandangannya, kampung di sekitarnya, sejarahnya, ceritanya ... Pekan lalu, saya ke sana, melihat rencana pengembangan Kawasan Danau Toba menjadi destinasi wisata terpadu berkelas dunia.","None","None","None","None","None","None","None","Danau Toba menyimpan tak terbilang daya tarik wisata. Danaunya, pemandangannya, kampung di sekitarnya, sejarahnya, ceritanya ... Pekan lalu, saya ke sana, melihat rencana pengembangan Kawasan Danau Toba menjadi destinasi wisata terpadu berkelas dunia.","","None","",13083,"None","None","None","2019-08-02 07:40","None","None","None","None","None",359,"","1157194444774375424","","positive",2119,"Joko Widodo","jokowi"
"None","None","Doa kebangsaan yang digelar semalam di halaman istana, dihadiri para ulama, tokoh lintas agama, dan Majelis Zikir Hubhul Wathon. Di bulan kemerdekaan ini, kita mensyukuri nikmat Allah SWT berupa nikmat persatuan, persaudaraan, juga kemajuan negara ini, oleh bangsa ini.","None","None","None","None","None","None","None","Doa kebangsaan yang digelar semalam di halaman istana, dihadiri para ulama, tokoh lintas agama, dan Majelis Zikir Hubhul Wathon. Di bulan kemerdekaan ini, kita mensyukuri nikmat Allah SWT berupa nikmat persatuan, persaudaraan, juga kemajuan negara ini, oleh bangsa ini.","","None","",11691,"None","None","None","2019-08-02 02:03","None","None","None","None","None",327,"","1157109633829367809","","positive",1330,"Joko Widodo","jokowi"
"None","None","Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan. Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi batik Indonesia yang meneruskannya.","None","None","None","None","None","None","None","Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan. Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi batik Indonesia yang meneruskannya.","","None","",6769,"None","None","None","2019-08-01 07:47","None","None","None","None","None",179,"","1156833903312695297","","neutral",986,"Joko Widodo","jokowi"
"None","None","Mobil yang membawa saya dan Ibu Negara hanya bisa beringsut perlahan membelah keramaian warga Kabupaten Samosir yang menyambut kami mengunjungi Pasar Onan Baru Panguruan. Luar biasa. Terima kasih atas sambutan ini.","None","None","None","None","None","None","None","Mobil yang membawa saya dan Ibu Negara hanya bisa beringsut perlahan membelah keramaian warga Kabupaten Samosir yang menyambut kami mengunjungi Pasar Onan Baru Panguruan. Luar biasa. Terima kasih atas sambutan ini.","","None","",18859,"None","None","None","2019-08-01 01:12","None","None","None","None","None",729,"","1156734476317155328","","positive",2447,"Joko Widodo","jokowi"
"None","None","Kampung Huta Siallagan di Kabupaten Samosir, Sumatra Utara. Di sinilah titik awal sejarah peradaban penegakan hukum di Samosir pada zaman dahulu kala.","None","None","None","None","None","None","None","Kampung Huta Siallagan di Kabupaten Samosir, Sumatra Utara. Di sinilah titik awal sejarah peradaban penegakan hukum di Samosir pada zaman dahulu kala.","","None","",7132,"None","None","None","2019-07-31 04:06","None","None","None","None","None",213,"","1156415792964988928","","neutral",871,"Joko Widodo","jokowi"
"None","None","Satu lagi kawasan wisata di pinggir Danau Toba: The Kaldera Toba Nomadic Escape, yang cocok untuk wisatawan pengelana. Di sini lengkap: ada air terjun, wisata air, wisata religi. The Kaldera akan kita kembangkan lagi, dengan hotel-hotel, resor, hingga tempat pertemuan.","None","None","None","None","None","None","None","Satu lagi kawasan wisata di pinggir Danau Toba: The Kaldera Toba Nomadic Escape, yang cocok untuk wisatawan pengelana. Di sini lengkap: ada air terjun, wisata air, wisata religi. The Kaldera akan kita kembangkan lagi, dengan hotel-hotel, resor, hingga tempat pertemuan.","","None","",11964,"None","None","None","2019-07-31 02:17","None","None","None","None","None",400,"","1156388463341498368","","positive",1998,"Joko Widodo","jokowi"
"None","None","Ini jaket khas Tapanuli, jaket dari kain ulos jenis Sibolang Rasta, pagi ini di kawasan wisata Salib Kasih, Sumatra Utara. Saya pilihkan khusus untuk Pak Basuki, Menteri PUPR. Bayar sendiri ya ","None","None","None","None","None","None","None","Ini jaket khas Tapanuli, jaket dari kain ulos jenis Sibolang Rasta, pagi ini di kawasan wisata Salib Kasih, Sumatra Utara. Saya pilihkan khusus untuk Pak Basuki, Menteri PUPR. Bayar sendiri ya ","","None","",14346,"None","None","None","2019-07-30 05:13","None","None","None","None","None",612,"","1156070298627653632","","positive",1905,"Joko Widodo","jokowi"
"None","None","Bersampirkan kain ulos, cenderamata kehormatan dari masyarakat adat Tarutung, saat berkunjung ke Tapanuli Utara, pagi ini. Terima kasih.","None","None","None","None","None","None","None","Bersampirkan kain ulos, cenderamata kehormatan dari masyarakat adat Tarutung, saat berkunjung ke Tapanuli Utara, pagi ini. Terima kasih.","","None","",7450,"None","None","None","2019-07-30 04:03","None","None","None","None","None",225,"","1156052741069799424","","neutral",897,"Joko Widodo","jokowi"
"None","None","Inilah Sipinsur Geosite di Kab. Humbang Hasundutan, taman konservasi di pinggir Danau Toba yang di dalamnya ada hutan pinus. Ada 28 lokasi seperti ini di sekitar Toba dengan keunggulan sejarah, budaya, alam, dll. Kawasan Danau Toba layak menjadi destinasi wisata berkelas.","None","None","None","None","None","None","None","Inilah Sipinsur Geosite di Kab. Humbang Hasundutan, taman konservasi di pinggir Danau Toba yang di dalamnya ada hutan pinus. Ada 28 lokasi seperti ini di sekitar Toba dengan keunggulan sejarah, budaya, alam, dll. Kawasan Danau Toba layak menjadi destinasi wisata berkelas.","","None","",8003,"None","None","None","2019-07-30 03:19","None","None","None","None","None",229,"","1156041705402949635","","positive",1224,"Joko Widodo","jokowi"
"None","None","Tiba di Bandar Udara Internasional Silangit sore ini untuk kunjungan kerja di Sumatra Utara. Dari bandara, saya langsung ke Kabupaten Humbang Hasundutan, mengunjungi lokasi rencana pengembangan Quick Win Sipinsur Geosite di Desa Parulohan, tempat saya dan Ibu Negara berdiri ini.","None","None","None","None","None","None","None","Tiba di Bandar Udara Internasional Silangit sore ini untuk kunjungan kerja di Sumatra Utara. Dari bandara, saya langsung ke Kabupaten Humbang Hasundutan, mengunjungi lokasi rencana pengembangan Quick Win Sipinsur Geosite di Desa Parulohan, tempat saya dan Ibu Negara berdiri ini.","","None","",11549,"None","None","None","2019-07-29 11:40","None","None","None","None","None",398,"","1155805192975077376","","neutral",1456,"Joko Widodo","jokowi"
"None","None","Menerima CEO SoftBank, Masayoshi Son, yang datang ke istana bersama pemimpin Grab dan Tokopedia, pagi tadi. Ada apa? Masayoshi Son hendak menambah investasinya di bidang teknologi dan pengembangan unicorn di Indonesia. USD2 miliar melalui Grab, juga investasi di Tokopedia.","None","None","None","None","None","None","None","Menerima CEO SoftBank, Masayoshi Son, yang datang ke istana bersama pemimpin Grab dan Tokopedia, pagi tadi. Ada apa? Masayoshi Son hendak menambah investasinya di bidang teknologi dan pengembangan unicorn di Indonesia. USD2 miliar melalui Grab, juga investasi di Tokopedia.","","None","",6392,"None","None","None","2019-07-29 11:12","None","None","None","None","None",201,"","1155798271895334912","","neutral",840,"Joko Widodo","jokowi"
"None","None","Ini satu ruas jalan perbatasan di Pegunungan Bintan, Papua. Meliuk-liuk di antara hutan dan lereng, ruas ini bagian dari 1.098 km jalan perbatasan dari Merauke-Jayapura. Indah, bukan? Tantangan pembangunan jalan di Papua berupa kondisi alam dan terbatasnya material konstruksi.","None","None","None","None","None","None","None","Ini satu ruas jalan perbatasan di Pegunungan Bintan, Papua. Meliuk-liuk di antara hutan dan lereng, ruas ini bagian dari 1.098 km jalan perbatasan dari Merauke-Jayapura. Indah, bukan? Tantangan pembangunan jalan di Papua berupa kondisi alam dan terbatasnya material konstruksi.","","None","",15574,"None","None","None","2019-07-29 01:33","None","None","None","None","None",622,"","1155652466483970049","","neutral",2418,"Joko Widodo","jokowi"
"None","None","Santap siang pada Minggu yang cerah di Solo hari ini sungguh nikmat. Bukan hanya karena menu ayam goreng kampung Mbah Karto, tapi karena makannya bersama keluarga dan teman-teman jurnalis. Terima kasih.","None","None","None","None","None","None","None","Santap siang pada Minggu yang cerah di Solo hari ini sungguh nikmat. Bukan hanya karena menu ayam goreng kampung Mbah Karto, tapi karena makannya bersama keluarga dan teman-teman jurnalis. Terima kasih.","","None","",13025,"None","None","None","2019-07-28 09:53","None","None","None","None","None",496,"","1155416075346907136","","positive",1354,"Joko Widodo","jokowi"
"None","None","Malam minggu di Solo, kami ke mal bersama Jan Ethes. Anda?","None","None","None","None","None","None","None","Malam minggu di Solo, kami ke mal bersama Jan Ethes. Anda?","","None","",32159,"None","None","None","2019-07-27 14:44","None","None","None","None","None",3621,"","1155126778475630592","","neutral",3710,"Joko Widodo","jokowi"
"None","None","Saya dengar Buya Ahmad Syafii Maarif sakit di Yogyakarta, tapi saya belum sempat membesuk. Alhamdulillah, tadi Pak Pratikno yang saya utus untuk memantau keadaan beliau menyampaikan keadaan Buya yang semakin membaik. Bangsa ini butuh keteladanan dan pencerahan Buya.","None","None","None","None","None","None","None","Saya dengar Buya Ahmad Syafii Maarif sakit di Yogyakarta, tapi saya belum sempat membesuk. Alhamdulillah, tadi Pak Pratikno yang saya utus untuk memantau keadaan beliau menyampaikan keadaan Buya yang semakin membaik. Bangsa ini butuh keteladanan dan pencerahan Buya.","","None","",15465,"None","None","None","2019-07-27 10:23","None","None","None","None","None",342,"","1155061082781675520","","negative",1894,"Joko Widodo","jokowi"
"None","None","Membagi buku untuk anak selepas Jumatan bersama masyarakat di Masjid Jami Annur, Johar Baru, Jakarta Pusat, siang tadi. Orang dewasa pun sepertinya ikut menerima buku, tentu untuk anak-anaknya ","None","None","None","None","None","None","None","Membagi buku untuk anak selepas Jumatan bersama masyarakat di Masjid Jami Annur, Johar Baru, Jakarta Pusat, siang tadi. Orang dewasa pun sepertinya ikut menerima buku, tentu untuk anak-anaknya ","","None","",10082,"None","None","None","2019-07-26 10:11","None","None","None","None","None",321,"","1154695753387761664","","positive",949,"Joko Widodo","jokowi"
"None","None","Atas nama Pemerintah dan rakyat Indonesia, saya menyampaikan duka cita yang mendalam atas meninggalnya Presiden Tunisia, Beji Caid Essebsi, pada hari ini, Kamis 25 Juli 2019. Presiden Essebsi akan dikenang karena perannya dalam memajukan demokrasi dan reformasi.","None","None","None","None","None","None","None","Atas nama Pemerintah dan rakyat Indonesia, saya menyampaikan duka cita yang mendalam atas meninggalnya Presiden Tunisia, Beji Caid Essebsi, pada hari ini, Kamis 25 Juli 2019. Presiden Essebsi akan dikenang karena perannya dalam memajukan demokrasi dan reformasi.","","None","",8410,"None","None","None","2019-07-25 13:38","None","None","None","None","None",217,"","1154385429308661760","","neutral",985,"Joko Widodo","jokowi"
"None","None","Menerima delegasi raksasa otomotif Korea Selatan, Hyundai Motors Group, siang ini. Terkait rencana berinvestasi di Indonesia, Hyundai tengah menjajaki beberapa kawasan lokasi pabrik. Kami juga membahas tentang masa depan teknologi di dunia otomotif.","None","None","None","None","None","None","None","Menerima delegasi raksasa otomotif Korea Selatan, Hyundai Motors Group, siang ini. Terkait rencana berinvestasi di Indonesia, Hyundai tengah menjajaki beberapa kawasan lokasi pabrik. Kami juga membahas tentang masa depan teknologi di dunia otomotif.","","None","",7883,"None","None","None","2019-07-25 06:35","None","None","None","None","None",330,"","1154278978439356416","","neutral",924,"Joko Widodo","jokowi"
"None","None","Congratulations to the newly elected Leader of the Conservative Party and UK Prime Minister @BorisJohnson @10downingstreet. Looking forward to working closely with you to advance mutually beneficial relations between our two great nations.","None","None","None","None","None","None","None","Congratulations to the newly elected Leader of the Conservative Party and UK Prime Minister @BorisJohnson @10downingstreet. Looking forward to working closely with you to advance mutually beneficial relations between our two great nations.","BorisJohnson 10downingstreet","None","",4576,"None","None","None","2019-07-25 01:43","None","None","None","None","None",143,"","1154205437958377473","","neutral",496,"Joko Widodo","jokowi"
"None","None","Sembilan MoU kerja sama Indonesia dan Uni Emirat Arab di bidang ekonomi dan keumatan saya bahas bersama Putra Mahkota Abu Dhabi Sheikh Mohamed Bin Zayed Al Nahyan di Bogor, hari ini. Lalu, ada tiga MoU antara entitas bisnis dua negara yang totalnya sekitar Rp136 triliun.","None","None","None","None","None","None","None","Sembilan MoU kerja sama Indonesia dan Uni Emirat Arab di bidang ekonomi dan keumatan saya bahas bersama Putra Mahkota Abu Dhabi Sheikh Mohamed Bin Zayed Al Nahyan di Bogor, hari ini. Lalu, ada tiga MoU antara entitas bisnis dua negara yang totalnya sekitar Rp136 triliun.","","None","",8624,"None","None","None","2019-07-24 12:16","None","None","None","None","None",374,"","1154002406423687168","","neutral",1091,"Joko Widodo","jokowi"
"None","None","Saya menyambut sahabat baik, Putra Mahkota Abu Dhabi, Sheikh Mohamed Bin Zayed Al Nahyan di Bandara Soekarno-Hatta, pagi ini. Selamat datang Sheikh Mohamed.","None","None","None","None","None","None","None","Saya menyambut sahabat baik, Putra Mahkota Abu Dhabi, Sheikh Mohamed Bin Zayed Al Nahyan di Bandara Soekarno-Hatta, pagi ini. Selamat datang Sheikh Mohamed.","","None","",8685,"None","None","None","2019-07-24 04:40","None","None","None","None","None",292,"","1153887712081895425","","positive",984,"Joko Widodo","jokowi"
"None","None","Indonesia berada di kawasan cincin api rawan bencana. Jadi, kalau di satu lokasi di daerah rawan gempa atau banjir, ya harus tegas disampaikan: jangan dibangun bandara, bendungan, perumahan. Lalu, pendidikan kebencanaan harus disampaikan secara masif kepada masyarakat.","None","None","None","None","None","None","None","Indonesia berada di kawasan cincin api rawan bencana. Jadi, kalau di satu lokasi di daerah rawan gempa atau banjir, ya harus tegas disampaikan: jangan dibangun bandara, bendungan, perumahan. Lalu, pendidikan kebencanaan harus disampaikan secara masif kepada masyarakat.","","None","",12154,"None","None","None","2019-07-24 01:05","None","None","None","None","None",505,"","1153833436869619712","","neutral",1911,"Joko Widodo","jokowi"
"None","None","Setiap anak harus punya mimpi masa depan, dan tak ada hambatan untuk menggapai cita-citanya. Mereka harus belajar dengan baik, belajar keras, tetapi juga tetap punya waktu untuk bermain, lebih ceria dan beradaptasi dengan lingkungan. Selamat Hari Anak Nasional 2019","None","None","None","None","None","None","None","Setiap anak harus punya mimpi masa depan, dan tak ada hambatan untuk menggapai cita-citanya. Mereka harus belajar dengan baik, belajar keras, tetapi juga tetap punya waktu untuk bermain, lebih ceria dan beradaptasi dengan lingkungan. Selamat Hari Anak Nasional 2019","","None","",13658,"None","None","None","2019-07-23 14:47","None","None","None","None","None",362,"","1153677982856355841","","positive",2977,"Joko Widodo","jokowi"
"None","None","Ingin tahu bagaimana saya menjaga kebugaran tubuh? Tak ada rahasia, tidak ada yang istimewa. Hanya ramuan sederhana semata. Selamat pagi.","None","None","None","None","None","None","None","Ingin tahu bagaimana saya menjaga kebugaran tubuh? Tak ada rahasia, tidak ada yang istimewa. Hanya ramuan sederhana semata. Selamat pagi.","","None","",24879,"None","None","None","2019-07-23 01:00","None","None","None","None","None",1870,"","1153470004194467840","","positive",4299,"Joko Widodo","jokowi"
"None","None","Jumat malam kemarin saya membaca undangan pernikahan salah satu wartawan yang sehari-hari meliput di istana. Dan saya memutuskan hadir. Ternyata pengantin wanita ini putri Jack Separo Gendeng, mas @sudjiwotedjo Selamat menempuh hidup baru ","None","None","None","None","None","None","None","Jumat malam kemarin saya membaca undangan pernikahan salah satu wartawan yang sehari-hari meliput di istana. Dan saya memutuskan hadir. Ternyata pengantin wanita ini putri Jack Separo Gendeng, mas @sudjiwotedjo Selamat menempuh hidup baru ","sudjiwotedjo","None","",21688,"None","None","None","2019-07-21 04:10","None","None","None","None","None",765,"","1152792885730766848","","negative",3008,"Joko Widodo","jokowi"
"None","None","Apa nama potongan rambut yang digemari anak muda sekarang? Yang tipis di samping? Undercut, kata Mas Herman dari Shortcut Barberia. Kapan-kapan saya mau coba model ini hehe.","None","None","None","None","None","None","None","Apa nama potongan rambut yang digemari anak muda sekarang? Yang tipis di samping? Undercut, kata Mas Herman dari Shortcut Barberia. Kapan-kapan saya mau coba model ini hehe.","","None","",21803,"None","None","None","2019-07-21 03:43","None","None","None","None","None",1675,"","1152786224777592833","","positive",3055,"Joko Widodo","jokowi"
"None","None","Zaman sudah semakin maju, tapi kita tetap mengingat pesan-pesan bijak dan agung para leluhur. Selamat pagi. Selamat berakhir pekan.","None","None","None","None","None","None","None","Zaman sudah semakin maju, tapi kita tetap mengingat pesan-pesan bijak dan agung para leluhur. Selamat pagi. Selamat berakhir pekan.","","None","",22675,"None","None","None","2019-07-20 01:20","None","None","None","None","None",779,"","1152387649031663616","","positive",5435,"Joko Widodo","jokowi"
"None","None","Melepas kontingen Gerakan Pramuka ke Jambore Kepanduan Dunia XXIV di Amerika Serikat, 22 Juli-2 Agustus. Setengah dari sekitar 50 juta anggota kepanduan seluruh dunia adalah 25 juta Pramuka. Mereka harus berperan aktif, seperti slogannya: menciptakan dunia yang lebih baik.","None","None","None","None","None","None","None","Melepas kontingen Gerakan Pramuka ke Jambore Kepanduan Dunia XXIV di Amerika Serikat, 22 Juli-2 Agustus. Setengah dari sekitar 50 juta anggota kepanduan seluruh dunia adalah 25 juta Pramuka. Mereka harus berperan aktif, seperti slogannya: menciptakan dunia yang lebih baik.","","None","",14037,"None","None","None","2019-07-19 05:44","None","None","None","None","None",349,"","1152091941732941824","","positive",1682,"Joko Widodo","jokowi"
"None","None","Apa kabar blok migas Masela di Maluku? Pengembangan proyek di blok ini sudah disetujui pemerintah, negosiasi dengan Inpex Corp. sudah selesai. Rencana pengembangannya, termasuk soal tenaga kerja setempat pun telah disepakati. Target produksi Blok Masela adalah tahun 2027.","None","None","None","None","None","None","None","Apa kabar blok migas Masela di Maluku? Pengembangan proyek di blok ini sudah disetujui pemerintah, negosiasi dengan Inpex Corp. sudah selesai. Rencana pengembangannya, termasuk soal tenaga kerja setempat pun telah disepakati. Target produksi Blok Masela adalah tahun 2027.","","None","",8864,"None","None","None","2019-07-18 04:03","None","None","None","None","None",349,"","1151703963357474816","","neutral",1079,"Joko Widodo","jokowi"
"None","None","Mari memeriahkan HUT RI dengan Festival Gapura Cinta Negeri. Bangun gapura kemerdekaan di masing-masing lingkungan sekreatif dan seunik mungkin. Temanya Cinta Negeri. Hadiahnya beragam. Satu Gapura Terbaik meraih Piala Bergilir Presiden. Selengkapnya di ","None","None","None","None","None","None","None","Mari memeriahkan HUT RI dengan Festival Gapura Cinta Negeri. Bangun gapura kemerdekaan di masing-masing lingkungan sekreatif dan seunik mungkin. Temanya Cinta Negeri. Hadiahnya beragam. Satu Gapura Terbaik meraih Piala Bergilir Presiden. Selengkapnya di ","","None","",11991,"None","None","None","2019-07-17 14:41","None","None","None","None","None",314,"","1151502273295441920","","positive",2537,"Joko Widodo","jokowi"
"None","None","Pembangkit Listrik Tenaga Sampah sudah diusulkan untuk dibangun di 12 kota/kabupaten. Empat di antaranya — di Surabaya, Bekasi, Solo, dan Jakarta — menunggu penyelesaian tahun ini. Ini bukan soal penyediaan listrik semata, tapi kita hendak membenahi manajemen sampah kota besar.","None","None","None","None","None","None","None","Pembangkit Listrik Tenaga Sampah sudah diusulkan untuk dibangun di 12 kota/kabupaten. Empat di antaranya — di Surabaya, Bekasi, Solo, dan Jakarta — menunggu penyelesaian tahun ini. Ini bukan soal penyediaan listrik semata, tapi kita hendak membenahi manajemen sampah kota besar.","","None","",17594,"None","None","None","2019-07-17 06:33","None","None","None","None","None",1084,"","1151379261128769537","","negative",5070,"Joko Widodo","jokowi"
"None","None","Ini pesan saya untuk 781 perwira remaja TNI/Polri yang saya lantik, kemarin. Dunia sekarang penuh disrupsi, perubahan, risiko, yang sering jauh dari kalkulasi kita. TNI/Polri harus menguasai iptek, bekerja cepat, melengkapi diri dengan sistem, teknologi, dan cara-cara terkini.","None","None","None","None","None","None","None","Ini pesan saya untuk 781 perwira remaja TNI/Polri yang saya lantik, kemarin. Dunia sekarang penuh disrupsi, perubahan, risiko, yang sering jauh dari kalkulasi kita. TNI/Polri harus menguasai iptek, bekerja cepat, melengkapi diri dengan sistem, teknologi, dan cara-cara terkini.","","None","",12737,"None","None","None","2019-07-17 02:31","None","None","None","None","None",277,"","1151318483369512960","","positive",1788,"Joko Widodo","jokowi"
"None","None","Melantik perwira-perwira baru TNI dan Polri di halaman Istana Merdeka, Jakarta, pagi tadi. Selamat bertugas kepada para patriot muda Indonesia. Buatlah orang tuamu bangga. Buatlah Indonesia berjaya.","None","None","None","None","None","None","None","Melantik perwira-perwira baru TNI dan Polri di halaman Istana Merdeka, Jakarta, pagi tadi. Selamat bertugas kepada para patriot muda Indonesia. Buatlah orang tuamu bangga. Buatlah Indonesia berjaya.","","None","",10297,"None","None","None","2019-07-16 10:35","None","None","None","None","None",244,"","1151077797642719232","","positive",1257,"Joko Widodo","jokowi"
"None","None","Kemarau 2019 menurut BMKG akan lebih kering. Puncaknya Agustus-September. Beberapa daerah di Indonesia sudah mengalami keadaan tanpa hujan dalam 21, 31, sampai 61 hari. Saya meminta jajaran pemerintah mengantisipasi dan mengambil langkah mitigasi atas dampak kekeringan ini.","None","None","None","None","None","None","None","Kemarau 2019 menurut BMKG akan lebih kering. Puncaknya Agustus-September. Beberapa daerah di Indonesia sudah mengalami keadaan tanpa hujan dalam 21, 31, sampai 61 hari. Saya meminta jajaran pemerintah mengantisipasi dan mengambil langkah mitigasi atas dampak kekeringan ini.","","None","",7126,"None","None","None","2019-07-16 01:02","None","None","None","None","None",246,"","1150933601891958784","","negative",1058,"Joko Widodo","jokowi"
"None","None","Jangan lagi memakai pola pikir lama yang bekerja secara linier, yang hanya berupa rutinitas, monoton. Kita harus berubah, membangun nilai-nilai baru dalam bekerja yang menuntut kecepatan beradaptasi dengan perkembangan zaman.","None","None","None","None","None","None","None","Jangan lagi memakai pola pikir lama yang bekerja secara linier, yang hanya berupa rutinitas, monoton. Kita harus berubah, membangun nilai-nilai baru dalam bekerja yang menuntut kecepatan beradaptasi dengan perkembangan zaman.","","None","",4632,"None","None","None","2019-07-15 07:24","None","None","None","None","None",183,"","1150667347633438720","","positive",557,"Joko Widodo","jokowi"
"None","None","Reformasi birokrasi itu penting agar lembaga-lembaga kita semakin sederhana dan lincah, makin sigap melayani, dan cepat memberikan izin. Lembaga yang tidak efisien, tidak efektif, kita pangkas. Bahkan, kalau tidak bermanfaat dan bermasalah, lebih baik dibubarkan saja.","None","None","None","None","None","None","None","Reformasi birokrasi itu penting agar lembaga-lembaga kita semakin sederhana dan lincah, makin sigap melayani, dan cepat memberikan izin. Lembaga yang tidak efisien, tidak efektif, kita pangkas. Bahkan, kalau tidak bermanfaat dan bermasalah, lebih baik dibubarkan saja.","","None","",8210,"None","None","None","2019-07-15 07:23","None","None","None","None","None",370,"","1150667141756010496","","positive",944,"Joko Widodo","jokowi"
